Year,Rank,Company,Revenue (in millions),Profit (in millions)
1973,495,Champion Home Builders,206.10,11.4
1973,496,Arvin Industries,205.50,7.5
1973,497,Ferro,204.80,12.4
1973,498,Applera,204.70,12.1
1973,499,Wean United,204.60,-1
1973,500,Varian Associates,203.80,3.8
1974,1,General Motors,35798.30,2398.1
1974,2,Exxon Mobil,25724.30,2443.3
1974,3,Ford Motor,23015.10,906.5
1974,4,Chrysler,11774.40,255.4
1974,5,General Electric,11575.30,585.1
1974,6,Texaco,11406.90,1292.4
1974,7,Mobil,11390.10,849.3
1974,8,Intl. Business Machines,10993.20,1575.5
1974,9,ITT Industries,10183.00,527.8
1974,10,Gulf Oil,8417.00,800
1974,11,ChevronTexaco,7761.80,843.6
1974,12,AT&T Technologies,7037.30,315.3
1974,13,U.S. Steel,6951.90,325.8
1974,14,CBS,5702.30,161.9
1974,15,Amoco,5416.00,511.2
1974,16,DuPont,5275.60,585.6
1974,17,General Telephone & Electronics,5105.30,352.1
1974,18,Shell Oil,4883.80,332.7
1974,19,Goodyear Tire & Rubber,4675.30,184.8
1974,20,RCA,4246.80,183.7
1974,21,Conoco,4224.00,242.7
1974,22,Navistar International,4192.50,114.3
1974,23,LTV,4177.10,49.9
1974,24,Bethlehem Steel,4137.60,206.6
1974,25,Eastman Kodak,4035.50,653.5
1974,26,Atlantic Richfield,3982.60,270.2
1974,27,Esmark,3951.00,48.8
1974,28,Union Carbide,3938.80,290.9
1974,29,Tenneco Automotive,3910.50,230.2
1974,30,Procter & Gamble,3906.70,302.1
1974,31,Kraft,3601.50,103.4
1974,32,Greyhound,3408.70,76.4
1974,33,Boeing,3335.20,51.2
1974,34,Caterpillar,3182.40,246.8
1974,35,Rockwell Automation,3179.00,131
1974,36,Occidental Petroleum,3178.30,79.8
1974,37,Firestone Tire & Rubber,3154.90,164.9
1974,38,Dow Chemical,3067.90,275.6
1974,39,McDonnell Douglas,3002.60,129.5
1974,40,ConocoPhillips,2990.00,230.4
1974,41,Xerox,2989.70,300.5
1974,42,Sealed Air,2807.80,84.6
1974,43,Beatrice,2787.00,90.4
1974,44,Lockheed Martin,2756.80,16.8
1974,45,Monsanto,2647.70,238.3
1974,46,General Foods,2632.30,110.4
1974,47,Litton Industries,2624.40,43
1974,48,Borden Chemical,2554.00,73
1974,49,Unocal,2552.30,180.2
1974,50,3M,2545.60,295.5
1974,51,Continental Group,2539.70,95.2
1974,52,Singer,2527.60,94.5
1974,53,Ralston Purina,2433.60,77.5
1974,54,Honeywell,2390.60,103.9
1974,55,ARMCO,2390.20,107.5
1974,56,Nabisco Group Holdings,2330.00,263.6
1974,57,International Paper,2314.30,159.8
1974,58,Weyerhaeuser,2301.70,348.8
1974,59,United Technologies,2288.90,58.1
1974,60,Sunoco,2286.00,229.7
1974,61,Bendix,2229.50,68.7
1974,62,Sperry,2229.30,90.1
1974,63,Georgia-Pacific,2228.70,162.8
1974,64,Champion International,2208.00,86.8
1974,65,Colgate-Palmolive,2195.30,88.8
1974,66,American Can,2181.60,66.4
1974,67,TRW,2164.60,95.1
1974,68,Alcoa,2157.30,104.2
1974,69,Coca-Cola,2145.00,215
1974,70,National Intergroup,2103.30,98.1
1974,71,Burlington Industries Equity,2099.80,82.4
1974,72,Uniroyal,2082.70,47.1
1974,73,Republic Steel,2068.60,86.7
1974,74,Chiquita Brands Intl.,2066.20,25.4
1974,75,Ashland,2052.80,85.2
1974,76,Sara Lee,2042.90,72.1
1974,77,Citgo Petroleum,2034.60,146.9
1974,78,Deere,2003.00,168.5
1974,79,Gulf & Western Industries,1927.20,89.2
1974,80,Amerada Hess,1896.40,245.8
1974,81,Bestfoods,1874.30,75.5
1974,82,Fortune Brands,1864.90,131.3
1974,83,Textron,1858.40,100.8
1974,84,Owens-Illinois,1856.90,130.9
1974,85,Ryerson Tull,1829.00,83.1
1974,86,NCR,1816.30,72
1974,87,Wyeth,1784.40,199.2
1974,88,American Motors,1739.00,86
1974,89,Goodrich,1721.90,56.1
1974,90,FMC,1719.30,79.2
1974,91,Signal Companies,1711.00,58.4
1974,92,Altria Group,1709.00,148.6
1974,93,PepsiCo,1697.90,79.6
1974,94,Warner-Lambert,1670.40,138.6
1974,95,Honeywell Intl.,1664.60,95.1
1974,96,General Dynamics,1641.80,41.3
1974,97,Whirlpool,1636.90,86.6
1974,98,U.S. Industries,1636.80,66.9
1974,99,Johnson & Johnson,1611.80,148.4
1974,100,Celanese,1609.00,81
1974,101,Getty Oil,1600.90,142.2
1974,102,General Mills,1593.20,65.6
1974,103,Raytheon,1590.50,46.2
1974,104,Marathon Oil,1578.60,143.3
1974,105,CBS,1555.20,93
1974,106,Eaton,1550.10,85.6
1974,107,BorgWarner,1546.80,71.3
1974,108,American Standard,1529.30,39.5
1974,109,PPG Industries,1512.60,104.4
1974,110,BP America,1482.00,89.4
1974,111,American Cyanamid,1472.20,114
1974,112,Carnation,1472.20,64.9
1974,113,Teledyne,1455.50,65.4
1974,114,Nabisco Brands,1454.60,44
1974,115,Reynolds Metals,1449.80,45.1
1974,116,Motorola,1437.10,82
1974,117,Iowa Beef Processors,1422.30,12.2
1974,118,Norton Simon,1414.30,78.2
1974,119,Genesco,1410.50,-52.9
1974,120,Kennecott,1395.10,159.4
1974,121,GenCorp,1380.00,76.8
1974,122,Crown Zellerbach,1368.70,102.6
1974,123,Bristol-Myers Squibb,1363.00,101.8
1974,124,Standard Brands,1346.90,48.8
1974,125,Anaconda,1343.10,88.1
1974,126,AMAX,1336.80,105.1
1974,127,NL Industries,1334.20,47.1
1974,128,OfficeMax,1324.40,141.8
1974,129,Mead,1298.60,49.5
1974,130,Central Soya,1297.70,26
1974,131,Texas Instruments,1287.30,83.2
1974,132,Pfizer,1284.40,120.7
1974,133,Kaisertech,1280.70,44.5
1974,134,Ogden,1275.70,26.7
1974,135,Combustion Engineering,1272.70,43.1
1974,136,Unisys,1263.60,115.9
1974,137,Olin,1239.30,61.3
1974,138,H.J. Heinz,1233.90,21.6
1974,139,Campbell Soup,1233.20,78.8
1974,140,Lykes,1231.80,36.4
1974,141,White Motor,1179.40,23.7
1974,142,Kimberly-Clark,1178.00,81.7
1974,143,Whitman,1171.60,58.3
1974,144,Allis-Chalmers,1166.40,16.3
1974,145,Hercules,1154.80,91.1
1974,146,Avon Products,1150.70,135.8
1974,147,Martin Marietta,1139.90,57.3
1974,148,St. Regis,1133.80,61.7
1974,149,Clark Equipment,1127.90,55.2
1974,150,Studebaker-Worthington,1122.00,32.3
1974,151,Merck,1115.30,178.4
1974,152,J.P. Stevens,1114.00,30.8
1974,153,Evans Products,1113.60,31.1
1974,154,Anheuser-Busch,1109.70,65.6
1974,155,Associated Milk Producers,1102.80,N.A.
1974,156,Grumman,1082.60,28.2
1974,157,Asarco,1068.40,113.4
1974,158,Gillette,1064.40,86.7
1974,159,Walter Industries,1063.90,54.1
1974,160,Babcock & Wilcox,1063.70,22.1
1974,161,Pennzoil,1059.40,83.7
1974,162,Ingersoll-Rand,1038.80,82.2
1974,163,Dresser Industries,1025.20,44.2
1974,164,Zenith Electronics,1007.20,55
1974,165,Otis Elevator,1004.60,40.4
1974,166,Pullman,1002.00,36.5
1974,167,Furniture Brands Intl.,1001.80,39.1
1974,168,Dart Industries,993.30,62.3
1974,169,Quaker Oats,990.80,42.1
1974,170,Dana,988.50,56.1
1974,171,Safety-Kleen,980.30,18.3
1974,172,Kidde,977.80,37.7
1974,173,Eli Lilly,972.50,155.5
1974,174,Archer Daniels Midland,967.70,16.9
1974,175,AMF,962.00,57.8
1974,176,Phelps Dodge,962.00,109
1974,177,Crane,947.10,20.6
1974,178,Del Monte Foods,946.50,26
1974,179,Corning,945.80,70.4
1974,180,Emerson Electric,937.60,75.9
1974,181,Control Data,936.00,60.9
1974,182,Land O'Lakes,935.30,N.A.
1974,183,Scott Paper,931.30,56.6
1974,184,American Broadcasting,914.90,47.3
1974,185,Manville,905.40,55.8
1974,186,Farmland Industries,902.60,N.A.
1974,187,Oscar Mayer,887.20,17.4
1974,188,Quantum Chemical,885.50,72.2
1974,189,Squibb,880.60,80.8
1974,190,Carrier,876.70,40.8
1974,191,Coltec Industries,862.10,26.7
1974,192,Heublein,861.20,28.6
1974,193,GAF,848.90,28.9
1974,194,United Merchants & Mfrs.,847.40,20.1
1974,195,Fruit of the Loom,846.10,57.1
1974,196,Essex International,845.10,40.4
1974,197,Kellogg,828.40,65
1974,198,Agway,826.00,N.A.
1974,199,Hormel Foods,825.70,7.4
1974,200,White Consolidated Industries,825.60,35.4
1974,201,McGraw-Edison,823.00,33
1974,202,Pet,819.40,9.7
1974,203,Pillsbury,816.30,20
1974,204,Sterling Drug,800.40,76.2
1974,205,Armstrong Holdings,795.10,55.7
1974,206,Rohm & Haas,788.60,65.7
1974,207,Whittaker,780.50,-5.7
1974,208,Ikon Office Solutions,777.70,18.7
1974,209,Budd,776.80,23.7
1974,210,Coastal,771.60,38.2
1974,211,Paccar,766.20,42.9
1974,212,Allegheny International,763.00,31.2
1974,213,Wheeling Pittsburgh,761.10,19.3
1974,214,USG,759.10,51.1
1974,215,Union Camp,750.40,60.5
1974,216,Williams,744.10,48.4
1974,217,Owens Corning,732.90,46.1
1974,218,American Beef Packers,729.10,3.4
1974,219,Time Warner,728.30,47.5
1974,220,Kerr-McGee,728.00,62.8
1974,221,North American Philips,727.60,34.5
1974,222,Fruehauf,727.40,37.5
1974,223,Koppers,723.90,29.5
1974,224,Sherwin-Williams,704.70,24.5
1974,225,Akzona,704.40,35.7
1974,226,Jos. Schlitz Brewing,703.00,53.7
1974,227,Ethyl,699.00,52.9
1974,228,Northrop Grumman,699.00,11.6
1974,229,Times Mirror,696.00,54.9
1974,230,Anderson Clayton,695.00,15.1
1974,231,Aeroquip-Vickers,689.20,62.2
1974,232,Castle & Cooke,689.10,26.9
1974,233,Diamond International,687.70,44.3
1974,234,Cummins,685.80,26.4
1974,235,Polaroid,685.50,51.8
1974,236,Brunswick,683.40,39.7
1974,237,Lone Star Industries,682.70,28.3
1974,238,Chromalloy American,674.80,24.8
1974,239,Avco,670.50,-18.3
1974,240,Eltra,669.80,32.4
1974,241,Hewlett-Packard,661.30,50.7
1974,242,Maxus Energy,661.00,50.5
1974,243,General Host,656.50,4.9
1974,244,Westvaco,655.50,43.5
1974,245,J.E. Seagram,655.20,25.3
1974,246,Brown Shoe,653.90,24.6
1974,247,Levi Strauss,653.00,11.9
1974,248,Amstar,652.50,14.9
1974,249,Pharmacia,647.50,68.6
1974,250,Container Corp. of America,644.70,29
1974,251,Kane-Miller,644.70,9.5
1974,252,Cerro,636.60,3.6
1974,253,Stauffer Chemical,621.30,46.4
1974,254,Abbott Laboratories,620.40,46
1974,255,Magnavox,620.20,6.9
1974,256,Gould,619.50,23.9
1974,257,Lear Siegler,615.60,17
1974,258,Scovill,614.50,20.5
1974,259,Schering-Plough,611.60,106
1974,260,Universal Oil Products,610.70,21.6
1974,261,A.O. Smith,610.50,15.2
1974,262,Kaiser Steel,608.80,52.7
1974,263,BOC,583.80,19.1
1974,264,Liggett Group,582.80,29.2
1974,265,Sunbeam/Oster,581.20,27.2
1974,266,Gold Kist Holdings,573.00,N.A.
1974,267,Crown Holdings,571.80,34.3
1974,268,Timken,567.50,53
1974,269,Lever Brothers,566.00,5.6
1974,270,M. Lowenstein,558.50,10.3
1974,271,National Gypsum,554.50,31.3
1974,272,Indian Head,551.30,18.4
1974,273,Warner Communications,549.60,51.2
1974,274,Imcera Group,547.90,26.2
1974,275,Universal Leaf Tobacco,545.30,10
1974,276,Kayser-Roth,542.20,14.8
1974,277,National Can,542.10,14.4
1974,278,National Industries,540.70,6.1
1974,279,Foster Wheeler,540.60,9.3
1974,280,Springs Industries,538.70,19.3
1974,281,Kelsey-Hayes,538.70,11.3
1974,282,Cluett Peabody,536.40,8.1
1974,283,Hoover,534.70,33
1974,284,Intl. Multifoods,527.70,9.9
1974,285,USM,527.00,11.5
1974,286,Tecumseh Products,524.40,29.5
1974,287,Admiral,522.60,11.1
1974,288,Di Giorgio,521.40,9
1974,289,Cyclops Industries,520.00,8.6
1974,290,Mohasco,518.00,14.2
1974,291,Loews,517.00,63.1
1974,292,Bemis,514.60,12.9
1974,293,Revlon,508.90,43.4
1974,294,Richardson-Vicks,505.40,41.4
1974,295,Great Northern Nekoosa,505.10,27.5
1974,296,Metromedia International,504.70,16.5
1974,297,Pennwalt Corp,504.00,20.1
1974,298,Murphy Oil,499.10,53.5
1974,299,Revere Copper & Brass,492.50,2.5
1974,300,AM International,489.80,4.4
1974,301,Reliance Electric,484.40,23.2
1974,302,WestPoint Stevens,481.70,17.8
1974,303,Hammermill Paper,477.90,17
1974,304,Certainteed,476.20,25.2
1974,305,Commonwealth Oil Refining,475.40,36.5
1974,306,Norton,475.40,21.3
1974,307,Outboard Marine,471.90,37
1974,308,G.D. Searle,471.70,59.8
1974,309,McGraw-Hill,470.30,25.6
1974,310,GK Technologies,469.60,12.4
1974,311,Hartmarx,469.20,16.1
1974,312,MBPXL,468.20,4.7
1974,313,Chesebrough-Pond's,464.30,37.4
1974,314,Hygrade Food Products,462.00,6.1
1974,315,Staley Continental,461.40,7.9
1974,316,Interlake,460.10,16.8
1974,317,Charter,458.80,20.5
1974,318,Campbell Taggart,456.50,12.3
1974,319,Southwest Forest Industries,454.10,13.2
1974,320,FINA,447.80,37
1974,321,Harris,447.50,16.4
1974,322,US Pharmaceuticals,444.10,52.8
1974,323,Hershey Foods,442.70,14.3
1974,324,Potlatch,442.40,34
1974,325,UV Industries,442.30,22.1
1974,326,Flintkote,442.30,18
1974,327,Rexnord,442.10,14.8
1974,328,Avnet,440.70,21.7
1974,329,ACF Industries,436.10,25.8
1974,330,Figgie International,435.80,10.2
1974,331,"Libby, McNeill & Libby",434.50,8.9
1974,332,Allied Mills,434.20,4.8
1974,333,Stanley Works,434.20,22.8
1974,334,National Service Industries,430.00,22.7
1974,335,Newmont Mining,427.80,103.4
1974,336,I-T-E Imperial,427.10,18.5
1974,337,Black & Decker,427.00,33.3
1974,338,Dan River,423.20,10.4
1974,339,ConAgra Foods,422.10,6.1
1974,340,MacMillan,420.40,16.7
1974,341,GATX,419.70,51.7
1974,342,Champion Spark Plug,419.20,51.7
1974,343,AMP,418.00,45.5
1974,344,MCA,417.80,25.6
1974,345,Louisiana-Pacific,416.90,66.5
1974,346,Carborundum,415.10,20.6
1974,347,Inmont,413.60,11.3
1974,348,Spencer Foods,413.30,2.6
1974,349,U.S. Shoe,413.00,11.5
1974,350,Clorox,412.60,26.9
1974,351,Blue Bell,412.20,15.1
1974,352,Ward Foods,411.70,-9.7
1974,353,Thiokol,406.90,23.7
1974,354,Simmons,406.20,14.9
1974,355,Thomas J. Lipton,403.30,19
1974,356,Pitney Bowes,402.50,-22.4
1974,357,Apogent Technologies,402.30,21.7
1974,358,Harsco,401.60,22
1974,359,Dayco,399.60,9.5
1974,360,Air Products & Chem.,398.90,24.1
1974,361,Bell & Howell,397.20,19.2
1974,362,Premcor,397.10,30.5
1974,363,NVF,393.60,12.1
1974,364,General Signal,392.10,19
1974,365,Saxon Industries,389.40,7.3
1974,366,Square D,386.60,33.7
1974,367,Congoleum,385.60,22.2
1974,368,Sundstrand,383.60,14.8
1974,369,Purex Industries,383.40,17.3
1974,370,R.R. Donnelley & Sons,378.80,31.1
1974,371,Fairmont Foods,376.40,5.5
1974,372,Hoerner Waldorf,375.80,27.4
1974,373,Dairylea Cooperative,375.70,N.A.
1974,374,Norris Industries,375.50,17.5
1974,375,Rohr,373.20,6.4
1974,376,Amsted Industries,372.30,15.1
1974,377,Cone Mills,372.20,9.7
1974,378,ESB,371.90,15.4
1974,379,Howmet,370.90,17.6
1974,380,Cincinnati Milacron,370.80,9.7
1974,381,Witco,370.70,16.9
1974,382,Cessna Aircraft,370.60,21.5
1974,383,McLouth Steel,368.80,16.1
1974,384,Koehring,367.80,10.4
1974,385,Anchor Hocking,367.10,18.7
1974,386,Insilco,366.70,14.9
1974,387,Questor,366.50,11.1
1974,388,CBI Industries,364.80,29.4
1974,389,Texasgulf,363.80,73.9
1974,390,Rath Packing,363.30,0.2
1974,391,Jonathan Logan,361.10,18.1
1974,392,Chemetron,358.20,10.4
1974,393,Skyline,357.40,17.9
1974,394,New York Times,356.60,17.6
1974,395,Baxter International,356.00,27.9
1974,396,Pabst Brewing,355.40,23.8
1974,397,Cannon Mills,354.90,10.6
1974,398,Peavey,354.40,9.7
1974,399,Fleetwood Enterprises,354.10,11.9
1974,400,Fairchild Camera & Instrument,351.20,41.2
1974,401,Collins Radio,350.30,12.8
1974,402,Trans Union,348.70,29.3
1974,403,Miles Laboratories,347.90,17
1974,404,Federal-Mogul,347.60,14.1
1974,405,Cyprus Amax Minerals,345.70,43.9
1974,406,American Bakeries,345.60,-2
1974,407,VF,345.20,20.2
1974,408,Midland-Ross,344.00,11.6
1974,409,Mattel,342.80,-32.4
1974,410,Signode,342.10,21.8
1974,411,Knight-Ridder,341.90,22.1
1974,412,Green Giant,341.80,7.7
1974,413,Bangor Punta,340.70,1.7
1974,414,Becton Dickinson,340.30,24.5
1974,415,Fedders,338.40,9.8
1974,416,Ex-Cell-O,335.20,17.2
1974,417,Bluebird,333.60,3.2
1974,418,Eastern Gas & Fuel Associates,333.50,17.3
1974,419,Handy & Harman,333.20,5.4
1974,420,Grolier,329.80,-14.5
1974,421,Joy Technologies,328.20,12.2
1974,422,Warnaco Group,327.00,10.4
1974,423,Collins & Aikman,326.90,15.6
1974,424,Kellwood,325.70,6.9
1974,425,Vulcan Materials,325.30,23.2
1974,426,Parker Hannifin,323.70,15
1974,427,Cutler-Hammer,323.60,13.6
1974,428,Hobart,323.10,22.6
1974,429,Willamette Industries,322.90,33.3
1974,430,Cooper Industries,320.40,19
1974,431,General Instrument,318.60,9.2
1974,432,Tyco Laboratories,318.60,8.6
1974,433,Trane,317.40,15.8
1974,434,Stokely-Van Camp,316.70,8.2
1974,435,Utah International,315.60,52
1974,436,Eagle-Picher Industries,313.00,14.8
1974,437,Redman Industries,310.30,9.5
1974,438,Interstate Brands,308.00,0.3
1974,439,Houdaille Industries,305.20,17.2
1974,440,Talley Industries,302.20,7
1974,441,Cabot,301.70,22.1
1974,442,Monfort of Colorado,301.00,1
1974,443,Farmers Union Central Exchange,300.20,N.A.
1974,444,Phillips-Van Heusen,297.80,8.8
1974,445,Gannett,297.40,28.8
1974,446,Household Manufacturing,295.70,10.6
1974,447,Masonite,294.50,32.6
1974,448,Reichhold Chemicals,294.30,11.3
1974,449,Ampex,294.00,3.7
1974,450,Roper,293.90,7.5
1974,451,Champion Home Builders,292.10,16.4
1974,452,Fieldcrest Cannon,290.80,9.4
1974,453,Bunker Ramo,290.60,7.7
1974,454,Dover,285.40,17.8
1974,455,Sheller-Globe,284.10,7.9
1974,456,International Foodservice Systems,284.10,3.2
1974,457,Flavorland Industries,283.10,2
1974,458,Tesoro,282.60,19.9
1974,459,Cook Industries,281.40,23.8
1974,460,Thiokol,279.70,12.8
1974,461,Gerber Products,278.50,15.4
1974,462,Robertson-Ceco,276.90,8.2
1974,463,Gardner-Denver,276.30,27
1974,464,Federal Paper Board,275.90,12.8
1974,465,Emhart,275.90,16.1
1974,466,Hanes,275.90,9.4
1974,467,DeSoto,274.30,8.3
1974,468,Lubrizol,274.30,36.7
1974,469,Scott & Fetzer,270.70,20.9
1974,470,Penn-Dixie Industries,270.50,4.1
1974,471,Fibreboard,269.20,15
1974,472,H.K. Porter,267.70,2.9
1974,473,Cenco,267.20,14.5
1974,474,Idle Wild Foods,266.20,1.7
1974,475,Digital Equipment,265.50,23.5
1974,476,American Hoist & Derrick,264.00,7.1
1974,477,Marathon Manufacturing,263.70,-18.9
1974,478,Inland Container,263.10,15.2
1974,479,Maremont,262.80,12.8
1974,480,Briggs & Stratton,261.90,27
1974,481,Brockway,259.50,10.2
1974,482,Hoover Universal,258.90,13.7
1974,483,Coca-Cola Bottling Co. of New York,258.50,11.7
1974,484,Purolator,257.80,13
1974,485,Riviana Foods,257.70,8.4
1974,486,Acco Industries,257.60,7.2
1974,487,Wheelabrator-Frye,257.30,10
1974,488,Ferro,255.90,15.8
1974,489,Keystone Consolidated Industries,254.50,4.8
1974,490,St. Joe Minerals,254.40,31.4
1974,491,Curtiss-Wright,253.10,8.9
1974,492,Johnson Service,251.20,9.1
1974,493,Twentieth Century-Fox Film,250.00,10.7
1974,494,Tappan,249.30,4.9
1974,495,Ceco Industries,248.40,9.5
1974,496,Washington Post,246.90,13.3
1974,497,Sequa,246.50,7
1974,498,General Cinema,245.50,9.4
1974,499,Stewart-Warner,244.20,14.4
1974,500,Avery Dennison,242.70,12.8
1975,1,Exxon Mobil,42061.30,3142.2
1975,2,General Motors,31549.50,950.1
1975,3,Ford Motor,23620.60,360.9
1975,4,Texaco,23255.50,1586.4
1975,5,Mobil,18929.00,1047.4
1975,6,ChevronTexaco,17191.20,970
1975,7,Gulf Oil,16458.00,1065
1975,8,General Electric,13413.10,608.1
1975,9,Intl. Business Machines,12675.30,1837.6
1975,10,ITT Industries,11154.40,451.1
1975,11,Chrysler,10971.40,-52.1
1975,12,U.S. Steel,9186.40,634.9
1975,13,Amoco,9085.40,970.3
1975,14,Shell Oil,7633.50,620.5
1975,15,AT&T Technologies,7381.70,310.6
1975,16,Conoco,7041.40,327.6
1975,17,DuPont,6910.10,403.5
1975,18,Atlantic Richfield,6739.70,474.6
1975,19,CBS,6466.10,28.1
1975,20,Occidental Petroleum,5719.40,280.7
1975,21,Bethlehem Steel,5381.00,342
1975,22,Union Carbide,5320.10,530.1
1975,23,Goodyear Tire & Rubber,5256.20,157.5
1975,24,Tenneco Automotive,5001.50,321.5
1975,25,ConocoPhillips,4980.70,402.1
1975,26,Navistar International,4965.90,124.1
1975,27,Dow Chemical,4938.50,557.5
1975,28,Procter & Gamble,4912.30,316.7
1975,29,LTV,4768.00,111.7
1975,30,Esmark,4615.70,68.1
1975,31,RCA,4594.30,113.3
1975,32,Eastman Kodak,4583.60,629.5
1975,33,Kraft,4471.40,94.6
1975,34,Unocal,4419.00,288
1975,35,Rockwell Automation,4408.50,130.3
1975,36,Caterpillar,4082.10,229.2
1975,37,Sunoco,3799.60,377.7
1975,38,Amerada Hess,3744.50,201.9
1975,39,Boeing,3730.70,72.4
1975,40,Firestone Tire & Rubber,3674.90,154
1975,41,Xerox,3576.40,331.1
1975,42,Beatrice,3541.20,117
1975,43,Monsanto,3497.90,323.2
1975,44,Sealed Air,3472.30,130.6
1975,45,Greyhound,3458.30,58
1975,46,United Technologies,3321.10,104.7
1975,47,Lockheed Martin,3279.10,23.2
1975,48,Borden Chemical,3264.50,83.8
1975,49,Nabisco Group Holdings,3229.70,310.7
1975,50,Ashland,3215.70,113
1975,51,ARMCO,3190.10,204.3
1975,52,Continental Group,3087.40,119.4
1975,53,Litton Industries,3082.00,-39.8
1975,54,McDonnell Douglas,3075.00,106.7
1975,55,Ralston Purina,3073.20,90.7
1975,56,International Paper,3042.20,262.6
1975,57,General Foods,2986.70,119.5
1975,58,3M,2937.00,301.7
1975,59,Marathon Oil,2882.20,170.5
1975,60,Citgo Petroleum,2806.30,203.8
1975,61,Getty Oil,2742.30,281
1975,62,Republic Steel,2741.40,170.7
1975,63,National Intergroup,2727.80,175.8
1975,64,Alcoa,2727.30,173.1
1975,65,Singer,2661.70,-10.1
1975,66,American Can,2657.90,95.1
1975,67,Honeywell,2625.70,75.8
1975,68,Colgate-Palmolive,2615.40,118.7
1975,69,Sperry,2613.50,112.6
1975,70,Bestfoods,2570.30,99.2
1975,71,Champion International,2532.30,100.9
1975,72,Weyerhaeuser,2529.00,276.2
1975,73,Coca-Cola,2522.20,196
1975,74,Deere,2495.10,164.3
1975,75,TRW,2486.00,100.9
1975,76,Bendix,2480.90,75.8
1975,77,Ryerson Tull,2450.30,148
1975,78,Georgia-Pacific,2432.30,164.3
1975,79,Sara Lee,2379.90,71.6
1975,80,Burlington Industries Equity,2330.00,99.5
1975,81,Uniroyal,2300.50,48.6
1975,82,Gulf & Western Industries,2295.50,100.6
1975,83,Chiquita Brands Intl.,2230.10,-43.6
1975,84,Honeywell Intl.,2215.90,150.8
1975,85,Fortune Brands,2210.40,136.7
1975,86,BP America,2166.20,147.5
1975,87,Owens-Illinois,2116.40,83.5
1975,88,Textron,2113.80,105.9
1975,89,PepsiCo,2080.80,87.4
1975,90,FMC,2074.10,80.9
1975,91,Wyeth,2048.70,225.6
1975,92,Altria Group,2042.10,175.5
1975,93,American Motors,2000.20,27.5
1975,94,General Mills,2000.10,75.1
1975,95,Reynolds Metals,1993.20,111.1
1975,96,Goodrich,1979.80,52
1975,97,NCR,1979.00,87.2
1975,98,General Dynamics,1968.40,52.9
1975,99,Johnson & Johnson,1937.20,161.6
1975,100,Raytheon,1928.90,57.8
1975,101,Celanese,1928.00,98
1975,102,Warner-Lambert,1911.00,155.3
1975,103,Carnation,1886.80,79.7
1975,104,Ogden,1858.10,46.6
1975,105,Lykes,1793.20,121
1975,106,Nabisco Brands,1793.00,45.5
1975,107,American Cyanamid,1779.90,154.7
1975,108,BorgWarner,1767.80,50.8
1975,109,Crown Zellerbach,1766.20,124.8
1975,110,Eaton,1759.70,89.9
1975,111,CBS,1751.30,108.6
1975,112,Central Soya,1749.30,31.6
1975,113,PPG Industries,1744.00,93.7
1975,114,Kaisertech,1735.50,104.3
1975,115,GenCorp,1726.20,78.1
1975,116,Teledyne,1700.00,31.1
1975,117,American Standard,1677.00,41.8
1975,118,Anaconda,1672.70,247.1
1975,119,Kennecott,1664.20,210.9
1975,120,Standard Brands,1647.90,55.9
1975,121,Signal Companies,1645.00,176.1
1975,122,Whirlpool,1620.00,24.9
1975,123,Norton Simon,1599.80,72.3
1975,124,NL Industries,1597.50,77.9
1975,125,Bristol-Myers Squibb,1590.90,120.4
1975,126,Texas Instruments,1572.50,89.6
1975,127,U.S. Industries,1566.70,18.2
1975,128,Archer Daniels Midland,1551.30,29.4
1975,129,Kerr-McGee,1550.30,116.4
1975,130,Pfizer,1541.70,135.3
1975,131,Iowa Beef Processors,1537.20,16.5
1975,132,Mead,1526.00,82
1975,133,Hercules,1525.50,93.7
1975,134,Unisys,1510.80,142.9
1975,135,St. Regis,1470.80,105
1975,136,Campbell Soup,1468.20,85.4
1975,137,OfficeMax,1453.50,105
1975,138,Kimberly-Clark,1439.40,95.3
1975,139,H.J. Heinz,1438.30,64.3
1975,140,Combustion Engineering,1428.00,37.5
1975,141,Associated Milk Producers,1416.30,N.A.
1975,142,Ingersoll-Rand,1414.80,101.1
1975,143,Anheuser-Busch,1413.10,64
1975,144,Pullman,1411.40,41.3
1975,145,Whitman,1402.90,60.1
1975,146,Dresser Industries,1398.00,63.2
1975,147,White Motor,1389.80,22.6
1975,148,Clark Equipment,1370.60,50.1
1975,149,Motorola,1367.20,70.7
1975,150,Studebaker-Worthington,1349.80,9.7
1975,151,Asarco,1344.00,125.8
1975,152,Merck,1329.50,210.5
1975,153,Fruehauf,1315.00,22.7
1975,154,Coastal,1305.20,55.1
1975,155,Walter Industries,1291.90,63.3
1975,156,Babcock & Wilcox,1277.20,34.1
1975,157,J.P. Stevens,1264.10,39.4
1975,158,Allis-Chalmers,1262.30,22.1
1975,159,Avon Products,1260.30,111.8
1975,160,Gillette,1246.40,87.7
1975,161,Olin,1243.40,83.9
1975,162,Farmland Industries,1233.00,N.A.
1975,163,Quaker Oats,1227.30,39.9
1975,164,Dart Industries,1214.10,67.3
1975,165,Safety-Kleen,1202.20,27.6
1975,166,Genesco,1184.70,17.1
1975,167,AMAX,1163.40,148.4
1975,168,Martin Marietta,1156.80,80.8
1975,169,Brink's,1145.70,107.4
1975,170,Crane,1144.00,56.1
